order_id,order_date,customer_id,state,category,sub_category,product_id,price_per_unit,quantity,sale,seller_id
1007,2022-11-04,CS101,Mizoram,Office Supplies,Binders,P776,16.03,2,32.06,8
1008,2022-09-15,CS174,Maharashtra,Furniture,Chairs,P527,80.98,2,161.96,2
1009,2022-04-05,CS145,Sikkim,Office Supplies,Storage,P777,9.93,2,19.86,2
1010,2020-07-19,CS230,Gujarat,Office Supplies,Supplies,P778,6.84,4,27.36,3
1011,2020-04-02,CS209,Gujarat,Office Supplies,Paper,P1,10.28,2,20.56,1
1012,2023-07-31,CS220,Chhattisgarh,Office Supplies,Binders,P779,16.78,5,83.92,5
1013,2021-08-08,CS182,Karnataka,Office Supplies,Fasteners,P780,2.63,5,13.16,7
1014,2023-08-31,CS184,Tripura,Office Supplies,Binders,P406,1.28,3,3.83,7
1015,2024-01-09,CS120,Meghalaya,Office Supplies,Binders,P9,61,5,304.99,3
1016,2022-06-19,CS147,Arunachal Pradesh,Office Supplies,Art,P781,3.31,3,9.94,1
1017,2022-07-09,CS138,Himachal Pradesh,Technology,Machines,P782,1019.99,8,8159.95,1
1018,2023-12-11,CS156,Tamil Nadu,Office Supplies,Storage,P76,91.98,3,275.93,3
1019,2021-12-09,CS195,Uttar Pradesh,Furniture,Chairs,P783,193.34,9,1740.06,6
1020,2021-11-21,CS134,Nagaland,Office Supplies,Art,P471,5.34,6,32.06,5
1021,2022-07-29,CS209,Rajasthan,Office Supplies,Appliances,P784,35.6,5,177.98,8
1022,2021-08-01,CS142,Bihar,Technology,Phones,P785,47.99,3,143.98,5
1023,2023-05-22,CS227,Karnataka,Technology,Accessories,P786,24.99,2,49.98,2
1024,2024-01-18,CS166,Andhra Pradesh,Office Supplies,Binders,P414,12.8,4,51.18,9
1025,2020-07-15,CS229,Bihar,Technology,Accessories,P787,10.99,3,32.97,7
1026,2020-12-23,CS213,Andhra Pradesh,Technology,Accessories,P607,20.97,4,83.88,7
1027,2023-06-25,CS191,Bihar,Office Supplies,Appliances,P788,11.33,5,56.65,5
1028,2022-04-03,CS102,Uttar Pradesh,Office Supplies,Storage,P789,14.97,1,14.97,9
1029,2020-08-25,CS216,Maharashtra,Office Supplies,Fasteners,P790,2.01,2,4.02,4
1030,2022-09-03,CS175,Nagaland,Office Supplies,Fasteners,P791,5,9,45,4
1031,2020-07-21,CS116,Punjab,Technology,Machines,P792,69.99,3,209.97,9
1032,2021-04-15,CS213,Telangana,Office Supplies,Appliances,P793,8.39,2,16.78,10
1033,2021-11-02,CS192,Sikkim,Office Supplies,Art,P794,2.94,2,5.88,3
1034,2023-05-29,CS156,Bihar,Furniture,Chairs,P529,195.18,5,975.92,7
1035,2021-11-21,CS182,Jharkhand,Office Supplies,Art,P795,37.98,8,303.84,2
1036,2020-11-28,CS133,Sikkim,Office Supplies,Storage,P162,80.98,6,485.88,6
1037,2022-12-12,CS203,Kerala,Office Supplies,Paper,P151,8.95,2,17.9,6
1038,2022-08-04,CS108,Tripura,Furniture,Chairs,P783,193.34,5,966.7,8
1039,2022-06-23,CS222,Tripura,Office Supplies,Paper,P796,30.35,6,182.11,8
1040,2023-05-24,CS180,Uttarakhand,Furniture,Chairs,P797,86.38,2,172.76,7
1041,2020-03-24,CS110,Meghalaya,Office Supplies,Art,P511,1.76,2,3.52,8
1042,2020-04-10,CS148,Uttar Pradesh,Office Supplies,Binders,P798,4.31,2,8.61,5
1043,2020-08-16,CS187,West Bengal,Office Supplies,Labels,P799,14.8,7,103.6,1
1044,2022-08-28,CS191,Arunachal Pradesh,Office Supplies,Paper,P547,55.48,3,166.44,3
1045,2022-06-08,CS220,Chhattisgarh,Furniture,Chairs,P800,130.98,6,785.88,10
1046,2023-02-28,CS192,Maharashtra,Office Supplies,Paper,P801,13.1,2,26.2,1
1047,2021-10-20,CS195,Meghalaya,Office Supplies,Storage,P28,265.17,5,1325.85,10
1048,2021-12-16,CS122,Himachal Pradesh,Office Supplies,Paper,P802,5.18,3,15.55,10
1049,2022-01-14,CS200,Chhattisgarh,Technology,Accessories,P803,10.78,6,64.7,2
1050,2022-12-01,CS180,Madhya Pradesh,Furniture,Furnishings,P748,5.82,3,17.47,3
1051,2021-10-17,CS118,Jharkhand,Technology,Phones,P804,135.52,1,135.52,7
1052,2023-01-07,CS133,Punjab,Technology,Machines,P805,650,2,1299.99,3
1053,2021-12-17,CS158,Gujarat,Furniture,Furnishings,P806,10.11,6,60.67,10
1054,2021-08-17,CS149,Madhya Pradesh,Office Supplies,Art,P807,3.42,9,30.82,5
1055,2023-03-24,CS211,Haryana,Office Supplies,Paper,P444,3.63,3,10.9,1
1056,2020-09-12,CS118,Kerala,Office Supplies,Binders,P576,4.82,2,9.64,8
1057,2021-07-29,CS225,Uttar Pradesh,Office Supplies,Envelopes,P808,3.1,7,21.73,4
1058,2020-05-25,CS119,Goa,Furniture,Chairs,P342,297.41,5,1487.04,5
1059,2023-01-20,CS112,Tripura,Office Supplies,Appliances,P809,20.48,4,81.92,3
1060,2023-11-07,CS227,Himachal Pradesh,Furniture,Furnishings,P194,50.98,5,254.9,2
1061,2023-10-07,CS143,Nagaland,Furniture,Furnishings,P810,42.65,3,127.95,10
1062,2023-07-06,CS195,Nagaland,Technology,Machines,P792,69.99,1,69.99,4
1063,2023-04-16,CS187,Nagaland,Office Supplies,Paper,P115,5.19,2,10.37,9
1064,2022-07-28,CS238,Himachal Pradesh,Office Supplies,Appliances,P811,33.37,5,166.84,7
1065,2022-08-13,CS147,Kerala,Technology,Accessories,P736,15.22,1,15.22,5
1066,2020-05-05,CS161,West Bengal,Office Supplies,Binders,P812,1.04,5,5.18,2
1067,2024-01-29,CS188,West Bengal,Office Supplies,Binders,P813,9.13,7,63.92,5
1068,2021-08-17,CS200,Mizoram,Office Supplies,Supplies,P105,119.31,3,357.93,3
1069,2020-07-27,CS237,Uttarakhand,Technology,Accessories,P814,11.48,5,57.4,6
1070,2022-12-27,CS117,Himachal Pradesh,Office Supplies,Binders,P399,165.98,2,331.96,7
1071,2021-02-03,CS132,Bihar,Furniture,Furnishings,P815,20.28,2,40.56,4
1072,2021-12-20,CS213,Jharkhand,Furniture,Chairs,P600,630.88,6,3785.29,8
1073,2022-08-07,CS132,Goa,Office Supplies,Binders,P639,2.66,7,18.65,8
1074,2022-02-26,CS105,Kerala,Office Supplies,Paper,P337,5.18,3,15.55,6
1075,2022-02-10,CS117,Mizoram,Technology,Accessories,P129,50.4,5,252,10
1076,2023-06-01,CS220,Odisha,Office Supplies,Art,P482,1.82,3,5.46,1
1077,2023-06-26,CS110,Jharkhand,Office Supplies,Storage,P816,15.88,5,79.4,6
1078,2021-03-23,CS197,Punjab,Furniture,Chairs,P527,56.69,6,340.12,1
1079,2023-03-03,CS133,Tripura,Office Supplies,Binders,P817,0.83,3,2.5,2
1080,2021-01-09,CS205,Rajasthan,Office Supplies,Fasteners,P365,1.14,5,5.7,7
1081,2020-12-30,CS169,Arunachal Pradesh,Furniture,Furnishings,P284,4.73,3,14.19,3
1082,2020-02-09,CS216,Bihar,Office Supplies,Supplies,P818,3.65,2,7.3,8
1083,2021-06-03,CS198,Bihar,Technology,Accessories,P440,99.99,2,199.98,8
1084,2020-05-02,CS134,Assam,Technology,Accessories,P307,36.24,4,144.96,6
1085,2022-11-07,CS238,Meghalaya,Technology,Accessories,P819,59,2,118,6
1086,2022-06-14,CS142,Rajasthan,Office Supplies,Paper,P820,48.94,1,48.94,7
1087,2020-06-09,CS171,Sikkim,Office Supplies,Appliances,P788,11.33,2,22.66,9
1088,2023-04-09,CS175,Assam,Office Supplies,Appliances,P821,26.23,2,52.45,3
1089,2020-07-29,CS161,Mizoram,Office Supplies,Labels,P822,5.04,4,20.16,5
1090,2020-02-06,CS183,Maharashtra,Office Supplies,Storage,P438,89.83,5,449.15,8
1091,2023-11-22,CS218,Chhattisgarh,Office Supplies,Envelopes,P823,3.69,3,11.07,4
1092,2023-10-22,CS184,Andhra Pradesh,Office Supplies,Appliances,P824,2.6,5,13,7
1093,2021-04-04,CS198,Uttarakhand,Furniture,Furnishings,P262,4.38,3,13.13,1
1094,2020-08-26,CS155,Rajasthan,Furniture,Furnishings,P468,28.48,5,142.4,9
1095,2023-01-10,CS146,West Bengal,Office Supplies,Binders,P825,3.58,2,7.16,3
1096,2022-07-27,CS145,Assam,Furniture,Tables,P279,51.59,9,464.29,8
1097,2021-09-06,CS185,Madhya Pradesh,Office Supplies,Envelopes,P22,9.78,7,68.46,6
1098,2020-07-11,CS169,Jharkhand,Technology,Machines,P826,699.99,4,2799.96,4
1099,2023-04-30,CS140,Uttar Pradesh,Office Supplies,Appliances,P454,300.65,2,601.3,5
1100,2023-04-20,CS148,Meghalaya,Technology,Phones,P827,16.99,1,16.99,3
1101,2020-06-29,CS132,Rajasthan,Technology,Phones,P828,95.99,3,287.97,10
1102,2022-07-09,CS124,Rajasthan,Office Supplies,Paper,P158,4.98,9,44.82,10
1103,2023-07-29,CS182,Chhattisgarh,Office Supplies,Fasteners,P829,1.51,4,6.05,8
1104,2023-01-08,CS155,Nagaland,Office Supplies,Paper,P830,3.43,2,6.85,3
1105,2021-07-03,CS138,Haryana,Furniture,Furnishings,P518,1.99,5,9.96,10
1106,2020-06-14,CS180,Mizoram,Office Supplies,Binders,P831,4.28,2,8.55,4
1107,2020-04-24,CS167,Maharashtra,Furniture,Furnishings,P832,25.99,4,103.94,5
1108,2023-11-16,CS156,Mizoram,Office Supplies,Paper,P372,4.98,3,14.94,6
1109,2020-11-16,CS149,Tripura,Furniture,Furnishings,P748,7.28,2,14.56,3
1110,2020-12-30,CS182,Maharashtra,Office Supplies,Binders,P517,33.55,1,33.55,1
1111,2022-11-10,CS126,Assam,Office Supplies,Binders,P833,1.47,4,5.89,4
1112,2020-08-31,CS226,Mizoram,Technology,Accessories,P834,23.99,2,47.98,1
1113,2023-08-14,CS162,Goa,Office Supplies,Paper,P835,4.62,1,4.62,2
1114,2023-10-13,CS119,Jharkhand,Office Supplies,Storage,P836,15.14,2,30.28,3
1115,2020-05-19,CS130,Goa,Office Supplies,Storage,P837,19.31,3,57.93,1
1116,2021-04-18,CS224,Punjab,Furniture,Furnishings,P838,17.67,2,35.34,4
1117,2021-01-26,CS221,Rajasthan,Office Supplies,Binders,P214,27.45,5,137.24,6
1118,2022-04-17,CS201,Andhra Pradesh,Office Supplies,Envelopes,P839,60.98,3,182.94,8
1119,2023-03-01,CS234,Uttarakhand,Office Supplies,Art,P840,2.63,2,5.25,7
1120,2021-04-23,CS120,Meghalaya,Office Supplies,Art,P841,12.75,3,38.26,3
1121,2021-10-01,CS237,Tripura,Office Supplies,Paper,P717,8.05,5,40.24,7
1122,2023-12-09,CS152,Gujarat,Technology,Machines,P842,5.99,5,29.93,10
1123,2020-03-07,CS220,Odisha,Office Supplies,Paper,P843,24.78,6,148.7,10
1124,2023-04-26,CS105,Himachal Pradesh,Technology,Accessories,P844,5.59,10,55.92,3
1125,2022-04-08,CS185,Goa,Technology,Machines,P782,1019.99,3,3059.98,5
1126,2020-02-29,CS236,Chhattisgarh,Technology,Machines,P845,359.99,7,2519.96,7
1127,2022-01-18,CS226,Andhra Pradesh,Office Supplies,Fasteners,P501,3.58,2,7.16,9
1128,2023-08-08,CS232,Madhya Pradesh,Office Supplies,Storage,P846,11.22,6,67.34,3
1129,2021-04-16,CS183,Tripura,Technology,Machines,P847,875,3,2624.99,3
1130,2021-03-18,CS233,Haryana,Furniture,Chairs,P434,126.73,7,887.1,9
1131,2023-10-24,CS122,Tamil Nadu,Office Supplies,Storage,P848,15.42,6,92.52,8
1132,2021-05-24,CS158,Tripura,Office Supplies,Fasteners,P829,1.89,3,5.67,6
1133,2023-07-12,CS211,Karnataka,Furniture,Tables,P849,73.92,1,73.92,2
1134,2022-08-30,CS123,Telangana,Furniture,Tables,P491,102.95,6,617.7,1
1135,2020-01-26,CS171,Rajasthan,Office Supplies,Labels,P850,4.98,2,9.96,1
1136,2023-12-09,CS145,Rajasthan,Office Supplies,Paper,P851,5.43,4,21.72,1
1137,2022-05-21,CS109,Madhya Pradesh,Office Supplies,Art,P511,1.41,2,2.82,4
1138,2020-12-11,CS190,Tamil Nadu,Office Supplies,Appliances,P395,10.98,4,43.92,7
1139,2021-03-29,CS127,Punjab,Office Supplies,Binders,P251,6.74,3,20.23,10
1140,2020-08-14,CS125,Andhra Pradesh,Furniture,Furnishings,P852,54.74,3,164.22,2
1141,2021-06-27,CS132,Meghalaya,Furniture,Bookcases,P239,120.98,3,362.94,8
1142,2020-07-13,CS195,Bihar,Technology,Accessories,P34,29.99,2,59.98,2
1143,2022-10-10,CS132,Mizoram,Furniture,Bookcases,P195,98.69,5,493.43,7
1144,2023-06-19,CS131,Meghalaya,Technology,Phones,P853,5.56,2,11.12,1
1145,2022-03-21,CS179,Punjab,Office Supplies,Paper,P830,4.28,2,8.56,1
1146,2020-05-21,CS194,Manipur,Technology,Phones,P218,125.99,5,629.95,2
1147,2020-11-17,CS176,Assam,Furniture,Chairs,P355,315.89,2,631.78,10
1148,2022-01-01,CS110,Kerala,Furniture,Bookcases,P854,400.79,2,801.57,3
1149,2023-08-09,CS161,Rajasthan,Office Supplies,Labels,P635,12.53,6,75.18,4
1150,2021-12-09,CS238,Arunachal Pradesh,Office Supplies,Appliances,P257,30.98,1,30.98,5
1151,2021-09-18,CS110,Assam,Technology,Phones,P855,149.99,9,1349.91,2
1152,2022-11-07,CS224,Gujarat,Technology,Phones,P856,123.19,2,246.38,10
1153,2022-11-25,CS110,Maharashtra,Technology,Copiers,P857,599.99,3,1799.97,5
1154,2021-01-06,CS238,Nagaland,Office Supplies,Appliances,P858,12.98,2,25.96,7
1155,2023-09-12,CS207,Kerala,Office Supplies,Appliances,P640,12.09,3,36.27,4
1156,2021-06-03,CS205,Goa,Office Supplies,Paper,P301,6.48,1,6.48,3
1157,2023-07-20,CS151,Punjab,Office Supplies,Envelopes,P22,7.78,2,15.56,8
1158,2022-06-21,CS217,Arunachal Pradesh,Office Supplies,Envelopes,P859,15.67,5,78.35,5
1159,2021-03-25,CS119,Mizoram,Office Supplies,Art,P860,19.84,3,59.52,4
1160,2020-12-24,CS144,Uttar Pradesh,Office Supplies,Paper,P128,4.28,9,38.52,4
1161,2021-11-27,CS173,Assam,Technology,Phones,P861,119.99,2,239.98,2
1162,2023-12-30,CS163,Bihar,Office Supplies,Paper,P862,6.45,3,19.35,1
1163,2023-10-07,CS191,Assam,Office Supplies,Paper,P863,3.78,3,11.35,7
1164,2022-12-07,CS173,Uttar Pradesh,Office Supplies,Labels,P116,2.31,9,20.81,2
1165,2023-08-11,CS206,Punjab,Furniture,Furnishings,P864,4.27,2,8.54,3
1166,2020-05-30,CS107,Madhya Pradesh,Office Supplies,Binders,P773,2.19,3,6.57,2
1167,2020-04-12,CS204,Jharkhand,Office Supplies,Art,P865,22.01,3,66.03,8
1168,2020-06-05,CS193,Goa,Office Supplies,Labels,P350,2.31,2,4.61,1
1169,2023-05-06,CS197,Odisha,Office Supplies,Storage,P333,110.51,3,331.54,9
1170,2022-01-02,CS204,Madhya Pradesh,Office Supplies,Storage,P866,33.89,5,169.45,10
1171,2022-06-16,CS222,Uttarakhand,Office Supplies,Storage,P205,20.34,2,40.68,7
1172,2020-03-11,CS191,Nagaland,Furniture,Furnishings,P867,32.48,3,97.44,9
1173,2021-07-30,CS212,Arunachal Pradesh,Office Supplies,Binders,P548,3.98,1,3.98,5
1174,2023-11-09,CS128,Uttarakhand,Office Supplies,Art,P868,3.26,4,13.04,1
1175,2022-12-30,CS203,Odisha,Furniture,Chairs,P869,144.88,4,579.53,8
1176,2021-09-07,CS114,Himachal Pradesh,Furniture,Bookcases,P645,145.33,3,436,2
1177,2021-02-19,CS173,Bihar,Technology,Phones,P433,41.99,2,83.98,6
1178,2023-10-02,CS105,Chhattisgarh,Office Supplies,Binders,P397,46.48,3,139.44,1
1179,2022-03-12,CS166,Maharashtra,Office Supplies,Paper,P870,6.48,5,32.4,7
1180,2023-10-16,CS179,Jharkhand,Office Supplies,Storage,P162,80.98,5,404.9,1
1181,2020-12-28,CS146,Rajasthan,Office Supplies,Binders,P871,1889.99,5,9449.95,7
1182,2020-08-06,CS124,Haryana,Office Supplies,Binders,P872,6.47,2,12.94,5
1183,2021-02-13,CS140,Manipur,Office Supplies,Paper,P188,3.2,9,28.8,7
1184,2024-02-11,CS160,Rajasthan,Office Supplies,Binders,P335,2.78,4,11.12,1
1185,2022-08-12,CS226,Nagaland,Office Supplies,Binders,P873,4.62,4,18.46,9
1186,2023-12-03,CS167,Goa,Office Supplies,Art,P45,3.28,3,9.84,10
1187,2023-09-15,CS186,Goa,Office Supplies,Binders,P874,11.5,3,34.5,8
1188,2022-04-02,CS158,Jharkhand,Office Supplies,Storage,P875,52.99,4,211.96,3
1189,2021-01-02,CS131,Jharkhand,Office Supplies,Paper,P876,4.22,8,33.79,10
1190,2020-03-12,CS152,Andhra Pradesh,Furniture,Bookcases,P470,150.27,2,300.53,7
1191,2021-04-19,CS217,Nagaland,Office Supplies,Binders,P877,1.36,2,2.72,8
1192,2022-11-20,CS226,Punjab,Office Supplies,Envelopes,P230,1.63,2,3.26,3
1193,2020-06-23,CS173,Assam,Office Supplies,Art,P73,7.29,2,14.58,10
1194,2023-02-10,CS198,Manipur,Furniture,Chairs,P878,72.79,2,145.57,7
1195,2020-08-23,CS119,Mizoram,Office Supplies,Binders,P879,0.88,1,0.88,9
1196,2020-12-15,CS122,Andhra Pradesh,Office Supplies,Appliances,P880,47.98,3,143.95,4
1197,2023-05-18,CS198,Chhattisgarh,Office Supplies,Storage,P881,155.06,2,310.12,3
1198,2022-06-06,CS220,Karnataka,Furniture,Chairs,P529,195.18,3,585.55,10
1199,2023-06-26,CS227,Sikkim,Office Supplies,Paper,P870,6.48,3,19.44,4
1200,2024-02-09,CS228,Chhattisgarh,Office Supplies,Binders,P882,1.19,5,5.97,3
1201,2022-08-13,CS120,Tripura,Furniture,Furnishings,P35,21.18,1,21.18,2
1202,2020-11-27,CS110,Himachal Pradesh,Office Supplies,Appliances,P883,6.9,6,41.38,3
1203,2023-04-09,CS122,Tripura,Office Supplies,Appliances,P884,2.78,6,16.7,10
1204,2022-03-08,CS162,Gujarat,Technology,Accessories,P885,1.58,2,3.15,3
1205,2020-05-26,CS228,Andhra Pradesh,Office Supplies,Paper,P1,8.23,4,32.9,1
1206,2022-07-12,CS211,Rajasthan,Technology,Accessories,P886,13.98,11,153.82,9
1207,2020-05-08,CS208,Meghalaya,Furniture,Furnishings,P887,29.18,3,87.54,9
1208,2021-09-28,CS196,Tamil Nadu,Furniture,Chairs,P323,120.78,5,603.92,5
1209,2020-03-25,CS119,Mizoram,Office Supplies,Paper,P208,40.99,2,81.98,4
1210,2022-10-24,CS219,Assam,Office Supplies,Storage,P848,15.42,3,46.26,5
1211,2020-02-08,CS207,Nagaland,Office Supplies,Paper,P888,12.03,8,96.26,6
1212,2020-02-25,CS155,Andhra Pradesh,Office Supplies,Paper,P60,5.35,2,10.69,9
1213,2023-11-28,CS235,Haryana,Furniture,Furnishings,P889,84.27,4,337.09,6
1214,2022-11-12,CS145,Sikkim,Furniture,Furnishings,P890,102.3,2,204.6,1
1215,2024-01-10,CS164,Chhattisgarh,Office Supplies,Fasteners,P154,2.18,4,8.72,2
1216,2022-11-28,CS157,Karnataka,Office Supplies,Paper,P891,6.48,1,6.48,2
1217,2023-05-28,CS160,West Bengal,Technology,Machines,P892,343.16,2,686.32,3
1218,2023-10-20,CS102,Uttar Pradesh,Office Supplies,Storage,P893,62.18,1,62.18,3
1219,2023-11-03,CS205,Goa,Office Supplies,Art,P511,1.41,3,4.22,5
1220,2023-09-29,CS214,Uttarakhand,Furniture,Tables,P180,204.64,2,409.27,3
1221,2020-09-22,CS221,Goa,Office Supplies,Labels,P894,5.04,11,55.44,6
1222,2023-12-15,CS188,Gujarat,Office Supplies,Paper,P895,5.23,4,20.93,2
1223,2023-11-02,CS142,West Bengal,Office Supplies,Storage,P695,300.27,6,1801.63,7
1224,2021-09-13,CS170,Bihar,Furniture,Tables,P535,67.18,1,67.18,6
1225,2023-10-29,CS173,Gujarat,Furniture,Furnishings,P896,3.08,2,6.16,10
1226,2023-01-25,CS209,Sikkim,Furniture,Tables,P135,260.98,9,2348.82,3
1227,2022-11-21,CS186,Andhra Pradesh,Office Supplies,Storage,P881,155.06,9,1395.54,9
1228,2021-03-03,CS125,Tamil Nadu,Furniture,Furnishings,P897,29.34,4,117.36,9
1229,2024-01-05,CS173,Nagaland,Office Supplies,Labels,P898,6.3,3,18.9,7
1230,2021-04-27,CS179,Karnataka,Office Supplies,Paper,P656,38.76,2,77.52,4
1231,2021-04-09,CS176,Assam,Office Supplies,Binders,P899,5.03,2,10.05,8
1232,2024-01-07,CS173,Himachal Pradesh,Office Supplies,Storage,P900,161.55,5,807.75,1
1233,2020-10-06,CS209,Tripura,Office Supplies,Paper,P901,48.94,1,48.94,9
1234,2023-12-20,CS173,Karnataka,Office Supplies,Paper,P870,5.18,3,15.55,5
1235,2021-06-19,CS155,Kerala,Office Supplies,Appliances,P367,11.54,6,69.22,1
1236,2021-10-24,CS208,Mizoram,Office Supplies,Binders,P484,6.17,7,43.18,5
1237,2022-02-27,CS135,Mizoram,Furniture,Furnishings,P113,5.08,3,15.24,1
1238,2021-07-27,CS184,Jharkhand,Office Supplies,Appliances,P902,132.57,6,795.41,10
1239,2023-05-22,CS135,Odisha,Office Supplies,Fasteners,P903,4.71,1,4.71,7
1240,2023-12-02,CS110,Uttar Pradesh,Office Supplies,Paper,P904,4.71,2,9.41,2
1241,2023-08-22,CS194,Madhya Pradesh,Office Supplies,Fasteners,P79,2.34,2,4.67,3
1242,2022-06-04,CS176,Haryana,Technology,Phones,P905,159.2,2,318.4,7
1243,2021-05-15,CS131,Odisha,Office Supplies,Envelopes,P906,2.13,6,12.77,8
1244,2020-12-21,CS134,Jharkhand,Office Supplies,Supplies,P907,7.68,2,15.36,3
1245,2022-03-10,CS149,Nagaland,Technology,Phones,P308,76.79,3,230.38,4
1246,2022-11-02,CS185,Telangana,Technology,Accessories,P908,7.16,1,7.16,7
1247,2023-12-24,CS144,Andhra Pradesh,Furniture,Chairs,P562,86.09,3,258.28,4
1248,2022-12-09,CS102,Uttar Pradesh,Furniture,Tables,P126,143.43,1,143.43,7
1249,2022-12-15,CS110,Nagaland,Furniture,Chairs,P909,40.78,3,122.35,1
1250,2023-02-05,CS137,Sikkim,Office Supplies,Storage,P679,30.79,2,61.57,5
1251,2020-09-01,CS233,Jharkhand,Office Supplies,Art,P492,2.06,3,6.19,1
1252,2021-11-30,CS106,Tamil Nadu,Office Supplies,Art,P359,27.99,2,55.98,4
1253,2022-11-16,CS158,Himachal Pradesh,Office Supplies,Envelopes,P910,2.9,5,14.48,10
1254,2021-12-04,CS117,Tamil Nadu,Technology,Accessories,P911,47.5,3,142.49,3
1255,2023-01-18,CS185,Uttar Pradesh,Office Supplies,Fasteners,P711,1.45,3,4.34,9
1256,2021-02-02,CS138,Chhattisgarh,Furniture,Furnishings,P766,10.59,3,31.78,10
1257,2023-03-24,CS190,Sikkim,Office Supplies,Labels,P912,2.47,2,4.93,7
1258,2022-06-24,CS115,Meghalaya,Office Supplies,Binders,P567,0.6,3,1.79,9
1259,2023-02-22,CS157,Andhra Pradesh,Office Supplies,Fasteners,P903,3.77,4,15.07,6
1260,2023-10-01,CS133,Himachal Pradesh,Office Supplies,Labels,P913,2.89,5,14.45,10
1261,2020-11-21,CS117,Gujarat,Office Supplies,Binders,P543,47.83,2,95.65,8
1262,2020-11-30,CS178,Telangana,Office Supplies,Labels,P914,7.31,4,29.24,7
1263,2023-05-13,CS118,Maharashtra,Furniture,Chairs,P915,117.88,5,589.41,5
1264,2023-08-30,CS124,Jharkhand,Office Supplies,Appliances,P485,18.38,5,91.92,1
1265,2023-10-06,CS197,Manipur,Technology,Accessories,P400,49.99,2,99.98,2
1266,2021-11-25,CS130,Meghalaya,Technology,Accessories,P916,3.03,3,9.09,1
1267,2022-05-26,CS164,Himachal Pradesh,Office Supplies,Binders,P763,7.68,2,15.36,5
1268,2022-10-24,CS154,Sikkim,Office Supplies,Storage,P917,16.78,5,83.92,5
1269,2023-07-06,CS101,Gujarat,Office Supplies,Storage,P918,193.17,2,386.34,4
1270,2020-05-12,CS118,Rajasthan,Furniture,Furnishings,P832,25.98,5,129.92,7
1271,2023-03-15,CS143,Manipur,Office Supplies,Storage,P625,10.74,10,107.44,4
1272,2022-10-26,CS217,Tamil Nadu,Technology,Accessories,P919,7.82,3,23.47,2
1273,2022-08-23,CS150,Chhattisgarh,Office Supplies,Paper,P920,30.98,4,123.92,10
1274,2021-06-17,CS167,Gujarat,Office Supplies,Paper,P268,44.39,2,88.77,2
1275,2023-07-11,CS209,Andhra Pradesh,Office Supplies,Art,P457,48.2,3,144.6,6
1276,2023-10-08,CS222,Assam,Technology,Phones,P586,15.99,1,15.99,10
1277,2022-09-13,CS147,Tamil Nadu,Furniture,Chairs,P909,40.78,3,122.35,8
1278,2024-01-23,CS131,Kerala,Office Supplies,Envelopes,P921,7.64,2,15.28,9
1279,2020-02-25,CS217,Bihar,Furniture,Furnishings,P599,6.7,7,46.87,10
1280,2020-12-16,CS207,Goa,Technology,Phones,P256,119.99,6,719.95,6
1281,2021-04-28,CS133,Telangana,Technology,Phones,P198,107.99,7,755.94,8
1282,2021-12-04,CS218,Maharashtra,Office Supplies,Binders,P303,2.4,5,11.98,3
1283,2020-02-18,CS103,Uttarakhand,Office Supplies,Binders,P264,0.9,1,0.9,10
1284,2022-05-11,CS160,Odisha,Technology,Machines,P922,51,2,101.99,8
1285,2020-05-30,CS148,Tripura,Office Supplies,Binders,P813,9.13,2,18.26,8
1286,2022-08-05,CS155,Goa,Office Supplies,Art,P923,36.55,7,255.85,7
1287,2020-08-18,CS117,Assam,Office Supplies,Storage,P924,140.95,2,281.9,8
1288,2020-01-12,CS106,Arunachal Pradesh,Office Supplies,Envelopes,P240,67.14,3,201.43,2
1289,2022-07-14,CS113,Assam,Furniture,Furnishings,P925,5.77,11,63.47,3
1290,2021-03-07,CS104,Madhya Pradesh,Technology,Accessories,P926,69,5,345,10
1291,2022-03-01,CS232,Punjab,Office Supplies,Storage,P927,7.98,4,31.92,9
1292,2020-12-06,CS128,Sikkim,Furniture,Chairs,P928,216.79,2,433.57,6
1293,2020-07-18,CS190,Sikkim,Office Supplies,Labels,P646,7.31,1,7.31,8
1294,2023-10-27,CS134,Nagaland,Furniture,Furnishings,P929,2.23,4,8.92,2
1295,2020-02-29,CS148,Madhya Pradesh,Office Supplies,Envelopes,P921,7.64,1,7.64,4
1296,2021-09-17,CS195,Uttarakhand,Office Supplies,Art,P615,2.98,5,14.9,6
1297,2022-02-20,CS205,Haryana,Office Supplies,Storage,P930,21.39,1,21.39,4
1298,2021-01-19,CS145,Kerala,Office Supplies,Supplies,P931,11.12,2,22.24,4
1299,2022-08-24,CS210,Bihar,Office Supplies,Art,P617,2.88,4,11.52,7
1300,2023-07-09,CS157,Himachal Pradesh,Furniture,Tables,P932,259.71,5,1298.55,1
1301,2023-06-15,CS157,Manipur,Office Supplies,Appliances,P317,53.48,4,213.92,8
1302,2022-06-17,CS229,Sikkim,Technology,Accessories,P933,12.89,2,25.78,6
1303,2023-09-23,CS141,Kerala,Furniture,Chairs,P562,122.99,2,245.98,3
1304,2020-12-08,CS112,Jharkhand,Office Supplies,Binders,P934,18.94,1,18.94,4
1305,2021-03-04,CS235,Madhya Pradesh,Office Supplies,Binders,P310,2.58,3,7.75,5
1306,2023-07-19,CS130,Himachal Pradesh,Office Supplies,Envelopes,P935,7.28,5,36.4,4
