product_id,product_name,price,cogs
P578,GE DSL Phone Line Filter,31.99,28.39
P579,Safco Chair Connectors 6,30.79,27.32
P580,Verbatim 25 GB 6x Blu-ray,5.96,5.14
P581,Hon Deluxe Fabric Upholst,170.79,175.67
P582,Fluorescent Highlighters ,3.18,2.63
P583,Bevis Round Conference Ta,117.07,115.61
P584,Acco D-Ring Binder w/Dubl,4.28,10.9
P585,Griffin GC36547 PowerJolt,13.49,15.74
P586,iOttie HLCRIO102 Car Moun,12,18.99
P587,Tensor Track Tree Floor L,15.99,15.39
P588,Belkin 7 Outlet SurgeMast,39.48,28.43
P589,Newell 315,5.98,4.48
P590,Maxell 4.7GB DVD-R 5/Pack,0.99,0.55
P591,Advantus Push Pins,2.18,1.29
P592,Office Star - Ergonomical,64.79,71.26
P593,Cardinal Slant-D Ring Bin,6.95,4.69
P594,Barricks 18 x 48 Non-Fo,70.56,74.59
P595,Avery 3 1/2 Diskette Sto,10.44,5.64
P596,Acco Hanging Data Binders,3.81,1.98
P597,Acco Pressboard Covers wi,3.05,1.95
P598,Letter Size Cart,114.29,101.43
P599,Westinghouse Clip-On Goos,3.35,6.19
P600,HON 5400 Series Task Chai,490.69,560.79
P601,Xerox 189,104.85,54.52
P602,Wilson Jones Custom Binde,4.35,2.77
P603,Xerox 1897,4.98,2.54
P604,Nu-Dell Leatherette Frame,14.34,9.18
P605,Clear Mylar Reinforcing S,14.95,9.91
P606,Wirebound Message Books ,7.61,4.03
P607,Maxell 74 Minute CD-R Spi,20.97,13.42
P608,Xerox 1965,5.98,3.05
P609,Newell 348,3.28,2.33
P610,Newell 334,19.84,14.68
P611,Global Troy Executive Lea,400.79,375.74
P612,Inter-Office Recycled Env,17.58,11.65
P613,Hon Every-Day Series Mult,131.59,150.38
P614,Acco Economy Flexible Pol,1.04,2.87
P615,Premium Writing Pencils ,2.98,2.15
P616,Logitech G602 Wireless Ga,79.99,51.2
P617,Newell 32,2.88,2.07
P618,Eldon Mobile Mega Data Ca,23.65,16.79
P619,Safco Drafting Table,56.78,50.4
P620,Newell 324,9.24,8.32
P621,Microsoft Natural Keyboar,47.9,50.9
P622,Case Logic 2.4GHz Wireles,49.99,45.99
P623,Acme Softgrip Scissors,8.14,5.78
P624,Imation¬¨‚Ä†8gb Mi,15,13.35
P625,Fellowes Personal Hanging,13.43,9.67
P626,High Speed Automatic Elec,1637.53,1572.03
P627,Staple-based wall hanging,9.74,5.46
P628,Belkin 19 Vented Equipme,41.18,50.96
P629,Apple iPhone 5S,455.99,398.99
P630,Hon 2090 ¬¨√¨Pillow ,224.78,261.31
P631,Tensor Computer Mounted L,14.89,10.87
P632,Logitech Illuminated Ultr,56.99,33.62
P633,Memorex Micro Travel Driv,15.99,11.03
P634,Metal Folding Chairs Bei,33.94,24.78
P635,Avery 485,12.53,6.64
P636,DAX Cubicle Frames 8-1/2,8.57,5.48
P637,DAX Clear Channel Poster ,5.83,9.19
P638,GBC Premium Transparent C,4.2,10.91
P639,GBC Instant Index System ,1.78,4.44
P640,Acco 6 Outlet Guardian St,2.42,8.47
P641,WD My Passport Ultra 2TB ,119,99.96
P642,Xerox 1956,5.98,3.05
P643,OIC Colored Binder Clips,2.86,1.83
P644,DataProducts Ampli Magnif,21.65,19.48
P645,Rush Hierlooms Collection,170.98,138.49
P646,Self-Adhesive Address Lab,5.85,3.87
P647,Xerox 1916,39.15,24.47
P648,Wilson Jones data.warehou,6.58,4.28
P649,Acco Clips to Go Binder C,2.84,1.88
P650,Memorex Micro Travel Driv,10.6,6.04
P651,Smead Adjustable Mobile F,419.19,306.01
P652,BoxOffice By Design Recta,109.38,190.32
P653,Bravo II Megaboss 12-Amp ,2.6,2.31
P654,Xerox 1884,19.98,10.59
P655,Acme Box Cutter Scissors,10.23,7.57
P656,White Computer Printout P,31.01,19.77
P657,Hoover WindTunnel Plus Ca,363.25,261.54
P658,Xerox 1934,55.98,28.55
P659,Newell 329,3.28,2.43
P660,Panasonic KX T7731-B Digi,79.99,72.99
P661,Safco Wire Cube Shelving ,31.78,30.19
P662,Eureka The Boss Cordless ,50.98,37.22
P663,Maxell 4.7GB DVD-R,28.38,16.74
P664,Adams Phone Message Book,6.98,3.7
P665,Global Value Steno Chair,48.59,45.55
P666,Logitech Desktop MK120 Mo,16.36,14.72
P667,Boston KS Multi-Size Manu,22.99,16.56
P668,Binney & Smith inkTank Er,2.28,1.28
P669,Hon GuestStacker Chair,226.67,167.74
P670,Plantronics CS 50-USB -¬,135.99,99.27
P671,SAFCO PlanMaster Heigh-Ad,244.62,223.65
P672,Logitech G700s Rechargeab,99.99,58
P673,Fellowes Superior 10 Outl,38.06,27.03
P674,Sharp AL-1530CS Digital C,399.99,255
P675,AT&T 1070 Corded Phone,89.19,78.04
P676,Dana Halogen Swing-Arm Ar,40.97,29.5
P677,Eldon Delta Triangular Ch,30.35,31.1
P678,SanDisk Ultra 64 GB Micro,31.99,35.59
P679,Advantus Rolling Drawer O,38.48,28.48
P680,Sharp 1540cs Digital Lase,549.99,274.99
P681,Acco Smartsocket Table Su,55.85,43.44
P682,Globe Weis Peel & Seel Fi,12.78,7.03
P683,Nu-Dell Float Frame 11 x ,8.98,5.21
P684,O Sullivan 2-Shelf Heavy-,38.87,40.81
P685,Xerox 21,5.18,3.37
P686,Avery 494,2.61,1.41
P687,Cisco Unified IP Phone 79,272.79,255.74
P688,Jawbone MINI JAMBOX Wirel,109.59,131.5
P689,Ibico Ibimaster 300 Manua,294.39,202.39
P690,Great White Multi-Use Rec,5.98,3.29
P691,Super Bands 12/Pack,1.49,1.8
P692,Eldon Image Series Desk A,12.35,6.92
P693,Sanford 52201 APSCO Elect,40.97,30.32
P694,Vinyl Coated Wire Paper C,11.48,6.09
P695,Tennsco Single-Tier Locke,375.34,356.57
P696,Performers Binder/Pad Hol,28.03,14.01
P697,BlackBerry Q10,100.79,94.49
P698,Xerox 229,5.18,3.37
P699,Bulldog Vacuum Base Penci,9.59,8.75
P700,Acco Smartsocket Color-Co,35.21,32.57
P701,Acco Side-Punched Convent,2.78,3.3
P702,Acco Translucent Poly Rin,4.68,2.43
P703,Premium Transparent Prese,20.98,10.91
P704,Xerox 1955,18.27,12.33
P705,Tripp Lite TLP810NET Broa,50.97,36.7
P706,Xerox 1925,30.98,17.04
P707,Avery Heavy-Duty EZD  Bin,4.47,2.9
P708,Novimex Fabric Task Chair,48.79,51.84
P709,Xerox 203,5.18,3.37
P710,Xerox 1929,22.84,12.33
P711,Colored Push Pins,1.81,1.16
P712,Logitech¬¨‚Ä†Gamin,84.99,54.39
P713,Turquoise Lead Holder wit,5.36,4.49
P714,GBC DocuBind P50 Personal,19.2,33.91
P715,Acme Kleencut Forged Stee,4.59,4.02
P716,Satellite Sectional Post ,34.73,23.45
P717,Riverleaf Stik-Withit Des,10.06,5.43
P718,GBC DocuBind TL300 Electr,896.99,475.4
P719,Faber Castell Col-Erase P,3.91,2.88
P720,Acme Serrated Blade Lette,2.54,3.15
P721,Xerox 1899,5.78,2.95
P722,Xerox 1994,6.48,3.37
P723,Personal Creations Ink Je,11.48,5.86
P724,Xerox 1976,5.18,3.37
P725,Acme Titanium Bonded Scis,6.8,6.29
P726,Regeneration Desk Collect,1.41,0.98
P727,Cisco SPA525G2 IP Phone -,15.96,14.76
P728,Xerox 1931,5.18,3.37
P729,Xerox 1988,24.78,17.04
P730,Xerox 1993,6.48,3.3
P731,SlimView Poly Binder 3/8,4.15,2.8
P732,G.E. Longer-Life Indoor R,6.64,3.46
P733,Redi-Strip #10 Envelopes,2.36,1.54
P734,Xerox 1921,7.99,5.5
P735,Eldon 200 Class Desk Acce,6.28,3.64
P736,SanDisk Cruzer 32 GB USB ,19.02,12.93
P737,Xerox 23,6.48,3.37
P738,Portable Personal File Bo,12.21,8.91
P739,Wilson Jones Elliptical R,8.56,21.83
P740,Square Ring Data Binders,4.13,10.73
P741,Insertable Tab Indexes Fo,0.95,1.72
P742,Xerox 1978,5.78,2.95
P743,Avoid Verbal Orders Carbo,3.38,1.83
P744,Newell 340,2.88,2.04
P745,Cisco SPA 501G IP Phone,71.16,65.82
P746,Wilson Jones Hanging View,5.68,3.84
P747,GE 30522EE2,115.99,82.35
P748,Master Caster Door Stop ,7.28,4.15
P749,Bretford CR8500 Series Me,400.98,300.73
P750,Xerox 1940,54.96,28.03
P751,Xerox 1986,6.68,3.48
P752,Jiffy Padded Mailers with,14.91,9.5
P753,Balt Solid Wood Rectangul,58.02,94.94
P754,Wilson Jones Standard D-R,5.06,2.68
P755,KeyTronic¬¨‚Ä†KT40,10.28,8.22
P756,BOSTON Model 1800 Electri,17.98,12.77
P757,Prestige Round Ring Binde,1.22,3.22
P758,Xerox 216,5.18,3.37
P759,Wilson Jones Hanging Recy,11.87,7.72
P760,Tenex Carpeted Granite-L,70.71,65.76
P761,SANFORD Major Accent High,7.08,4.39
P762,Epson TM-T88V Direct Ther,186.57,226.99
P763,GBC VeloBinder Strips,1.54,3.84
P764,Telescoping Adjustable Fl,15.99,14.99
P765,invisibleSHIELD by ZAGG S,10.79,9.35
P766,DAX Natural Wood-Tone Pos,21.19,16.95
P767,StarTech.com 10/100 VDSL2,99.89,239.73
P768,GBC Laser Imprintable Bin,14.27,7.56
P769,Xerox 2000,6.48,3.37
P770,3M Polarizing Task Lamp w,136.98,101.37
P771,AT&T EL51110 DECT,125.99,89.45
P772,Panasonic KX TS3282B Cord,65.59,60.67
P773,Angle-D Binders with Lock,1.46,3.87
P774,Riverside Furniture Oval ,200.8,223.75
P775,Belkin Standard 104 key U,11.67,12.4
P776,Avery Recycled Flexi-View,16.03,8.34
P777,Akro-Mils 12-Gallon Tote,9.93,7.05
P778,Acme Design Line 8 Stain,6.84,4.99
P779,Avery Legal 4-Ring Binder,16.78,10.49
P780,Acco Hot Clips Clips to G,2.63,1.81
P781,BIC Brite Liner Highlight,3.31,2.4
P782,Lexmark MX611dhe Monochro,1019.99,1189.99
P783,SAFCO Arco Folding Chair,193.34,196.1
P784,Kensington 7 Outlet Maste,35.6,126.37
P785,JBL Micro Wireless Portab,47.99,44.99
P786,Logitech Wireless Touch K,24.99,20.74
P787,Memorex Froggy Flash Driv,10.99,6.7
P788,Holmes Replacement Filter,11.33,6.46
P789,Pizazz Global Quick File,14.97,10.78
P790,Ideal Clamps,2.01,1.03
P791,Advantus Plastic Paper Cl,5,2.6
P792,Epson WorkForce WF-2530 A,69.99,39.89
P793,Black & Decker Filter for,8.39,6.29
P794,Prang Colored Pencils,2.94,1.62
P795,Hunt PowerHouse Electric ,37.98,26.59
P796,Snap-A-Way Black Print Ca,30.35,20.11
P797,Global Super Steno Chair,86.38,79.66
P798,Acco PRESSTEX Data Binder,4.31,2.8
P799,Alphabetical Labels for T,14.8,7.4
P800,Global Italian Leather Of,130.98,95.62
P801,Advantus Motivational Not,13.1,6.68
P802,Xerox 210,5.18,3.37
P803,Rosewill 107 Normal Keys ,10.78,11.59
P804,Polycom SoundPoint IP 450,135.52,167.14
P805,3D Systems Cube Printer ,650,936
P806,Nu-Dell Executive Frame,10.11,7.96
P807,Newell 320,3.42,3.12
P808,Peel & Seel Envelopes,3.1,2.02
P809,Kensington 6 Outlet Guard,20.48,14.95
P810,Deflect-o DuraMat Lighwei,42.65,35.4
P811,Fellowes 8 Outlet Superio,33.37,29.61
P812,Wilson Jones Impact Binde,1.04,2.64
P813,Premier Elliptical Ring B,9.13,15.83
P814,SanDisk Cruzer 16 GB USB ,11.48,9.3
P815,Seth Thomas 8 1/2 Cubicl,20.28,13.79
P816,Eldon File Chest Portable,15.88,14.69
P817,Acco Suede Grain Vinyl Ro,0.83,1.5
P818,Acme Value Line Scissors,3.65,2.56
P819,WD My Passport Ultra 500G,59,48.97
P820,Xerox 1942,48.94,24.47
P821,Kensington 7 Outlet Maste,26.23,91.79
P822,Avery 51,5.04,3.4
P823,Colored Envelopes,3.69,1.99
P824,Sanitaire Vibra Groomer I,2.6,2.34
P825,Avery Poly Binder Pockets,3.58,1.86
P826,Ativa V4110MDD Micro-Cut ,699.99,357
P827,Spigen Samsung Galaxy S5 ,16.99,12.57
P828,Vtech CS6719,95.99,69.11
P829,Revere Boxed Rubber Bands,1.51,1.85
P830,Xerox 1900,3.43,2.36
P831,Trimflex Flexible Post Bi,4.28,11.12
P832,Seth Thomas 16 Steel Cas,25.99,21.76
P833,Acco Pressboard Covers wi,1.47,2.5
P834,Logitech Trackman Marble ,23.99,17.39
P835,Xerox 1924,4.62,2.94
P836,Eldon Gobal File Keepers,15.14,14.54
P837,Eldon ProFile File  N Sto,19.31,13.9
P838,Executive Impressions 12,17.67,10.96
P839,Tyvek Interoffice Envelop,60.98,32.32
P840,Newell 313,2.63,2.4
P841,Boston 16701 Slimline Bat,12.75,11.16
P842,Plantronics Single Ear He,5.99,10.38
P843,Xerox 1960,24.78,17.04
P844,Verbatim 25 GB 6x Blu-ray,5.59,3.91
P845,Xerox WorkCentre 6505DN L,359.99,395.99
P846,Project Tote Personal Fil,11.22,9.96
P847,HP Designjet T520 Inkjet ,875,1189.99
P848,Decoflex Hanging Personal,15.42,11.26
P849,Hon 2111 Invitation Serie,73.92,119.75
P850,Avery 499,4.98,2.69
P851,Wirebound Message Book 4,5.43,2.77
P852,C-Line Cubicle Keepers Po,54.74,37.77
P853,QVS USB Car Charger 2-Por,5.56,3.82
P854,DMI Eclipse Executive Sui,400.79,405.8
P855,Panasonic KX-TG9541B DECT,149.99,76.49
P856,Nortel Meridian M3904 Pro,123.19,109.33
P857,Canon PC1080F Personal Co,599.99,365.99
P858,Fellowes Basic Home/Offic,12.98,9.22
P859,#10 White Business Envelo,15.67,8.31
P860,Newell 34,19.84,14.68
P861,Polycom CX300 Desktop Pho,119.99,107.99
P862,Wirebound Four 2-3/4 x 5 ,6.45,3.29
P863,While You Were Out Pads ,3.78,2.41
P864,Dana Swing-Arm Lamps,4.27,8.01
P865,Boston 16801 Nautilus Bat,22.01,16.29
P866,File Shuttle II and Handi,33.89,25.42
P867,Computer Room Manger 14,32.48,20.79
P868,Avery Hi-Liter GlideStik ,3.26,1.83
P869,Office Star - Mid Back Du,144.88,123.96
P870,Xerox 217,6.48,3.37
P871,Ibico EPK-21 Electric Bin,1889.99,963.89
P872,GBC Instant Report Kit,6.47,3.24
P873,Avery Binding System Hidd,4.62,2.89
P874,Ibico Covers for Plastic ,11.5,6.32
P875,Gould Plastics 9-Pocket P,52.99,50.87
P876,Xerox 1954,4.22,2.9
P877,Avery Self-Adhesive Photo,1.36,3.54
P878,Leather Task Chair Black,72.79,72.79
P879,Acco 3-Hole Punch,0.88,2.28
P880,Belkin 8 Outlet SurgeMast,47.98,43.18
P881,Dual Level Single-Width ,155.06,114.75
P882,Avery Durable Slant Ring ,1.19,2.11
P883,Acco Six-Outlet Power Str,6.9,6.38
P884,Hoover Commercial Lightwe,2.78,2.58
P885,Maxell CD-R Discs,1.58,1.34
P886,Maxell Pro 80 Minute CD-R,13.98,10.49
P887,Deflect-o SuperTray Unbre,29.18,16.63
P888,White GlueTop Scratch Pad,12.03,8.12
P889,Deflect-o DuraMat Antista,84.27,80.06
P890,Luxo Professional Combina,102.3,75.7
P891,Xerox 223,6.48,3.37
P892,Star Micronics TSP800 TSP,343.16,231.64
P893,Fellowes Mobile File Cart,62.18,45.39
P894,Permanent Self-Adhesive F,5.04,3.4
P895,Southworth Parchment Pape,5.23,3.53
P896,Longer-Life Soft White Bu,3.08,1.6
P897,Seth Thomas 14 Putty-Col,29.34,20.25
P898,Avery 48,6.3,3.4
P899,GBC Standard Plastic Bind,5.03,3.46
P900,Fellowes Super Stor/Drawe,161.55,130.86
P901,Tops Green Bar Computer P,48.94,24.47
P902,Eureka Sanitaire  Commerc,132.57,122.63
P903,Sterling Rubber Bands by ,4.71,4.71
P904,Adams Telephone Message B,4.71,3
P905,Bose SoundLink Bluetooth ,159.2,105.47
P906,Letter or Legal Size Expa,2.13,1.36
P907,Stiletto Hand Letter Open,7.68,9.31
P908,Kingston Digital DataTrav,7.16,7.25
P909,Global Deluxe Stacking Ch,40.78,36.2
P910,Convenience Packs of Busi,2.9,1.92
P911,Logitech G105 Gaming Keyb,47.5,48.68
P912,Smead Alpha-Z Color-Coded,2.47,1.61
P913,Avery 512,2.89,1.53
P914,Avery 519,7.31,3.88
P915,Office Star - Contemporar,117.88,119.19
P916,Imation¬¨‚Ä†USB 2.,3.03,2.39
P917,Tennsco Lockers Gray,16.78,19.51
P918,Fellowes Staxonsteel Draw,193.17,166.13
P919,Maxell 74 Minute CDR 10/,7.82,6.16
P920,Xerox 197,30.98,17.04
P921,#10- 4 1/8 x 9 1/2 Secu,7.64,3.9
P922,Hewlett-Packard Deskjet F,51,86.7
P923,Dixon Ticonderoga Core-Lo,36.55,20.47
P924,Fellowes High-Stak Drawer,140.95,135.67
P925,DAX Cubicle Frames - 8x10,5.77,4.04
P926,WD My Passport Ultra 1TB ,69,57.27
P927,Iris Project Case,7.98,5.91
P928,Global Enterprise Series ,216.79,249.31
P929,Eldon Pizzaz Desk Accesso,2.23,1.25
P930,Sortfiler Multipurpose Pe,21.39,15.19
P931,Acme Hot Forged Carbon St,11.12,9.87
P932,Bevis Round Bullnose 29 ,259.71,197.38
P933,Sony 16GB Class 10 Micro ,12.89,11.6
P934,Flexible Leather- Look Cl,18.94,9.47
P935,Pastel Pink Envelopes,7.28,3.79
P936,Space Solutions Industria,78.8,77.23
P937,Hoover Replacement Belts ,0.79,2.92
P938,Hewlett Packard 610 Color,399.99,274.99
P939,Xerox 1903,4.79,3.05
P940,SimpliFile Personal File,11.35,8.17
P941,Office Star - Ergonomic M,180.98,152.02
P942,Logitech¬¨‚Ä†Illum,59.99,31.19
P943,Avaya IP Phone 1140E VoIP,278.99,206.45
P944,Global Wood Trimmed Manag,90.98,79.15
P945,White Business Envelopes ,8.75,5.47
P946,Eldon Base for stackable ,31.15,36.99
P947,Office Star Flex Back Sco,100.89,76.68
P948,Computer Printout Index T,1.34,0.87
P949,Spiral Phone Message Book,4.48,2.28
P950,Accohide Poly Flexible Ri,2.99,1.87
P951,Avery Durable Slant Ring ,3.34,2.17
P952,Xerox 1917,48.91,25.92
P953,Panasonic KX TS208W Corde,39.19,35.27
P954,Lesro Round Back Collecti,109.53,158.82
P955,24 Capacity Maxi Data Bin,168.44,157.91
P956,Wirebound Voice Message L,3.81,2.57
P957,Avery 4027 File Folder La,24.42,16.48
P958,Hon Practical Foundations,136.53,177.49
P959,Plastic Binding Combs,12.12,8.03
P960,SANFORD Liquid Accent Tan,2.84,1.96
P961,Tenex Chairmats For Use w,32.48,29.88
P962,Advantus Map Pennant Flag,3.95,2.69
P963,GBC VeloBind Cover Sets,12.35,7.72
P964,Memorex 25GB 6X Branded B,13.59,13.42
P965,Tenex Chairmats For Use W,15.98,15.18
P966,Serrated Blade or Curved ,3.14,3.11
P967,Premier Automatic Letter ,240.37,233.16
P968,Digium D40 VoIP phone,128.99,91.59
P969,Maxell 4.7GB DVD+R 5/Pack,0.99,0.55
P970,Letter/Legal File Tote wi,16.06,11.88
P971,Avery Framed View Binder,7.99,5.29
P972,Xerox 1952,4.98,2.64
P973,Tennsco Regal Shelving Un,101.41,98.37
P974,Maxell¬¨‚Ä†LTO Ult,27.99,22.67
P975,Newell 325,4.13,2.89
P976,Lumber Crayons,9.85,6.11
P977,RSVP Cards & Envelopes B,5.08,2.69
P978,Eldon Expressions Wood De,7.38,5.24
P979,GBC Recycled VeloBinder C,17.04,9.2
P980,ClearOne CHATAttach 160 -,495.99,433.99
P981,Plantronics Voyager Pro H,51.99,33.8
P982,Cisco IP¬¨‚Ä†Phone,108.76,96.52
P983,Multi-Use Personal File C,34.76,25.03
P984,Avery 475,14.8,7.4
P985,Master Big Foot Doorstop,5.28,3.64
P986,Howard Miller 13 Diamete,34.35,26.19
P987,Adjustable Depth Letter/L,181.46,128.84
P988,Samsung Rugby III,52.79,48.17
P989,Ampad Evidence Wirebond S,1.75,1.16
P990,Hon Racetrack Conference ,157.51,207.38
P991,Tenex Antistatic Computer,136.78,153.88
P992,Belkin F8E887 USB Wired E,29.99,23.69
P993,Canon imageCLASS MF7460 M,1995.99,998
P994,NETGEAR N750 Dual Band Wi,90,57.6
P995,Trav-L-File Heavy-Duty Sh,43.57,30.5
P996,OIC Bulk Pack Metal Binde,2.79,1.89
P997,Polycom SoundPoint Pro SE,95.19,85.67
P998,Cardinal EasyOpen D-Ring ,7.31,4.57
P999,Hewlett-Packard Deskjet D,111.99,77
P1000,Acco Flexible ACCOHIDE Sq,13.02,8.3
P1001,Newell 343,2.94,2.15
P1002,OIC Stacking Trays,3.34,1.87
P1003,Tennsco Double-Tier Locke,180.02,195.77
P1004,Memorex Micro Travel Driv,29.21,20.82
P1005,Global Stack Chair with A,29.98,21.89
P1006,Avery Triangle Shaped She,0.49,1.23
P1007,Acme Stainless Steel Offi,5.82,5.31
P1008,Panasonic KP-150 Electric,30.19,27.93
P1009,Toshiba IPT2010-SD IP¬¨,111.19,102.85
P1010,Sauder Mission Library wi,111.34,106.1
P1011,Recycled Desk Saver Line ,8.95,4.83
P1012,Xerox 1912,18.97,9.86
P1013,Eldon 200 Class Desk Acce,6.28,3.89
P1014,Luxo Economy Swing Arm La,19.94,14.36
P1015,Eldon Expressions Punched,10.64,7.66
P1016,Avery White Multi-Purpose,4.98,2.69
P1017,Avery Hi-Liter Comfort Gr,1.95,1.19
P1018,Xerox 199,4.28,2.35
P1019,Xerox 4200 Series MultiUs,5.28,2.9
P1020,Acco Perma 3000 Stacking ,20.98,16.99
P1021,Stur-D-Stor Shelving Ver,110.98,108.76
P1022,Samsung Galaxy S III - 16,279.99,251.99
P1023,Global Airflow Leather Me,120.78,105.69
P1024,Universal Recycled Hangin,1.23,3.2
P1025,Boston Electric Pencil Sh,22.52,20.27
P1026,Xerox 1893,32.79,20.91
P1027,Classic Ivory Antique¬¨,80.39,75.37
P1028,50 Colored Long Pencils,10.16,7.52
P1029,Atlantic Metals Mobile 3-,130.49,193.13
P1030,Xerox 1979,30.98,17.04
P1031,Fellowes PB500 Electric P,1016.79,635.5
P1032,DAX Wood Document Frame.,5.49,9.47
P1033,Wirebound Message Books ,9.27,4.91
P1034,Xerox 1882,55.98,28.55
P1035,Personal Filing Tote with,12.41,11.17
P1036,Xerox 1974,5.98,3.05
P1037,Bevis Boat-Shaped Confere,209.69,199.2
P1038,Imation¬¨‚Ä†16GB M,26.5,19.55
P1039,Xerox 221,5.19,3.37
P1040,Adams Write n  Stick Phon,5.68,3.07
P1041,Xerox 192,6.48,3.37
P1042,Newell 310,1.41,1.25
P1043,Ames Color-File Green Dia,67.18,44.51
P1044,Eldon 100 Class Desk Acce,3.37,2.29
P1045,Logitech¬¨‚Ä†P710e,257.49,208.57
P1046,Wilson Jones Active Use B,7.28,3.71
P1047,Permanent Self-Adhesive F,2.61,1.41
P1048,SAFCO Optional Arm Kit fo,18.65,19.19
P1049,OtterBox Commuter Series ,19.99,24.49
P1050,Bush Andora Bookcase Map,101.99,93.59
P1051,Eldon Econocleat Chair Ma,41.47,36.49
P1052,APC 7 Outlet Network Surg,80.48,56.34
P1053,Southworth 100% Cotton Th,11.48,5.74
P1054,Bevis Rectangular Confere,72.99,122.63
P1055,Safco Industrial Wire She,76.79,93.11
P1056,Eldon Executive Woodline ,20.1,18.34
P1057,Peel & Stick Add-On Corne,0.65,1.12
P1058,GBC White Gloss Covers P,2.9,7.67
P1059,Pressboard Hanging Data B,1.48,2.56
P1060,PNY Rapid USB Car Charger,4.8,5.84
P1061,BPI Conference Tables,73.03,116.84
P1062,Hon 4-Shelf Metal Bookcas,70.69,75.74
P1063,Fellowes Desktop Hanging ,13.43,10.07
P1064,Howard Miller 13-1/2 Dia,68.77,41.26
P1065,Nokia Lumia 521 (T-Mobile,29.99,21.59
P1066,HP Standard 104 key PS/2 ,14.5,10.88
P1067,Xerox 1888,55.48,28.85
P1068,1/4 Fold Party Design Inv,5.88,3.9
P1069,Peel & Seel Recycled Cata,11.58,5.79
P1070,3M Organizer Strips,4.32,2.81
P1071,Multicolor Computer Print,104.85,54.52
P1072,Tops Wirebound Message Lo,3.29,1.78
P1073,Fashion Color Clasp Envel,5.41,2.76
P1074,Holmes Harmony HEPA Air P,225.04,128.27
P1075,Hammermill CopyPlus Copy ,4.98,2.54
P1076,Safco Contoured Stacking ,190.72,178.8
P1077,Conquest 14 Commercial He,11.39,40.44
P1078,Quality Park Security Env,20.94,13.87
P1079,Office Star Flex Back Sco,77.69,95.44
P1080,UniKeep View Case Binders,4.89,2.64
P1081,Recycled Data-Pak for Arc,98.79,72.12
P1082,Memorex Mini Travel Drive,15.97,9.74
P1083,Global Leather & Oak Exec,120.71,138.82
P1084,Global Executive Mid-Back,203.69,215.33
P1085,Eldon 200 Class Desk Acce,5.02,3.64
P1086,Samsung Galaxy S4,375.6,438.2
P1087,Xerox 1885,48.04,24.98
P1088,Executive Impressions 14,22.23,12.45
P1089,Acco Expandable Hanging B,1.91,3.44
P1090,Wirebound Message Books ,6.69,3.61
P1091,Avery 520,2.52,1.64
P1092,Bretford CR4500 Series Sl,243.75,268.12
P1093,Avery 52,2.95,1.96
P1094,Sauder Camden County Coll,91.98,104.63
P1095,Logitech Mobile Speakerph,107.98,98.54
P1096,ClearSounds CSC500 Amplif,69.99,50.39
P1097,Avery Address/Shipping La,10.35,5.38
P1098,Xerox 1970,4.98,2.64
P1099,Eldon Radial Chair Mat fo,39.98,31.98
P1100,Newell 331,4.89,3.57
P1101,Eldon Cleatmat Plus Chair,79.52,70.77
P1102,Avery 489,10.35,5.38
P1103,Sauder Camden County Barr,102.83,104.04
P1104,Micropad Numeric Keypads,19.99,14.99
P1105,Laser & Ink Jet Business ,10.67,5.76
P1106,Park Ridge Embossed Execu,15.57,8.25
P1107,Memorex 25GB 6X Branded B,25.56,29.71
P1108,Office Star - Professiona,350.98,266.75
P1109,Floodlight Indoor Halogen,19.4,9.89
P1110,BlueLounge Milo Smartphon,23.99,21.59
P1111,Xerox 214,5.18,3.37
P1112,Hon 4070 Series Pagoda Ro,224.69,231.11
P1113,Linden 10 Round Wall Clo,15.28,10.08
P1114,12-1/2 Diameter Round Wal,7.99,12.79
P1115,Imation¬¨‚Ä†32GB P,23.96,17.97
P1116,DAX Metal Frame Desktop,20.24,12.35
P1117,Avery 509,2.61,1.41
P1118,Kingston Digital DataTrav,5.95,5.12
P1119,Jabra Supreme Plus Driver,119.99,86.39
P1120,Hunt BOSTON Model 1606 Hi,139.13,125.22
P1121,Lunatik TT5L-002 Taktik S,36.74,45.92
P1122,Panasonic KX T7736-B Digi,89.97,112.47
P1123,File Shuttle I and Handi-,17.81,16.25
P1124,Bionaire 99.97% HEPA Air ,3.51,11.39
P1125,Shocksock Galaxy S4 Armba,8.76,10.51
P1126,Rogers Deluxe File Chest,17.59,21.76
P1127,Standard Rollaway File wi,180.19,133.34
P1128,Green Bar Computer Printo,54.96,28.03
P1129,Companion Letter/Legal Fi,30.21,27.19
P1130,Acco PRESSTEX Data Binder,1.62,2.75
P1131,Samsung HM1900 Bluetooth ,17.56,10.97
P1132,Xerox 1964,22.84,12.34
P1133,Xerox 1987,5.78,2.95
P1134,Astroparche Fine Business,4.23,2.75
P1135,Canon PC940 Copier,270,238.5
P1136,Poly Designer Cover & Bac,15.19,9.87
P1137,Office Star - Contemporar,112.78,111.37
P1138,Xerox Color Copier Paper,22.84,12.33
